,station_g_cd,line,pref,mun,post,address,lat,lon,line_num,crime_rate,census_0~6age_rate,census_6~18age_rate,city_park_small,city_park_middle,city_park_large,med_hospital,med_clinic_all,med_clinic_pediatrics,school_primary,school_junior_high,education_nursery,shopping_supermarket,shopping_shopping_mall,shopping_convenience_store,shopping_baby_goods_store,restaurant_num,time_tokyo,transfer_tokyo,time_shinagawa,transfer_shinagawa,time_shinjuku,transfer_shinjuku,time_shibuya,transfer_shibuya,time_ikebukuro,transfer_ikebukuro,time_average,transfer_average
柏たなか,9930914,['つくばエクスプレス'],千葉県,柏市,277-0803,小青田,35.9109,139.957533,1,5.403982084965962,0.15783973936852314,0.12178456313035035,2,0,0,0,1,0,0,1,1,0,0,1,0,13,39,1,50,1,53,1,65,1,56,1,52.6,1.0
柏の葉キャンパス,9930913,['つくばエクスプレス'],千葉県,柏市,277-0871,若柴,35.89308,139.952454,1,5.403982084965962,0.17171155039468,0.06252481567418758,3,0,0,2,7,2,1,0,1,4,2,2,1,156,37,1,48,1,51,1,63,1,54,1,50.6,1.0
柳小路,9932003,['江ノ島電鉄線'],神奈川県,藤沢市,251-0031,鵠沼藤が谷４-８-１１,35.327352,139.485189,1,3.96561404502069,0.08437180072330014,0.1426623767777203,18,1,0,2,25,5,4,3,3,4,0,3,0,84,47,1,41,1,52,1,47,1,57,1,48.8,1.0
柳瀬川,2100115,['東武東上線'],埼玉県,志木市,353-0006,館２-５-１,35.830723,139.562071,1,4.017832571963234,0.09825547487230028,0.1231391925973352,16,0,0,1,5,0,4,2,13,0,0,1,0,50,36,1,53,1,29,1,33,0,19,0,34.0,0.6
柴又,2300302,['京成金町線'],東京都,葛飾区,125-0052,柴又４-８-１４,35.756323,139.875188,1,6.080200852086075,0.07720457899208301,0.10935574546882078,8,0,0,0,27,13,5,2,3,2,0,2,1,212,36,2,31,1,39,2,45,2,40,2,38.2,1.8
柴崎,2400115,['京王線'],東京都,調布市,182-0007,菊野台２-６７-１１,35.653997,139.56658,1,4.824042503961826,0.0813019910831849,0.10274117467769275,36,0,0,0,58,18,3,3,12,7,2,0,0,285,34,1,44,1,19,0,28,1,29,1,30.8,0.8
柴崎体育館,9933410,['多摩モノレール'],東京都,立川市,190-0023,柴崎町６-１０７,35.689475,139.409191,1,7.050682095351542,0.08086129790567474,0.09910679021651887,8,1,0,1,39,4,2,1,6,1,2,1,1,475,76,2,82,2,52,1,66,2,67,2,68.6,1.8
柿生,2500124,['小田急線'],神奈川県,川崎市麻生区,215-0021,上麻生,35.589597,139.497614,1,2.3472707280527336,0.0997574007764328,0.15791906335128422,29,0,0,3,16,3,3,2,4,1,0,1,0,49,52,1,58,1,33,0,42,1,43,1,45.6,0.8
栄町(千葉県),9933104,['千葉都市モノレール１号線'],千葉県,千葉市中央区,260-0016,栄町２９-９,35.612822,140.118592,1,9.58209391914956,0.053709988947463976,0.07181077504622692,25,1,0,3,79,6,5,0,16,7,1,12,1,1202,43,1,50,1,78,1,72,2,65,2,61.6,1.4
栄町(東京都),9930515,['都電荒川線'],東京都,北区,114-0005,栄町,35.750909,139.742124,1,6.444311531740726,0.06047011859612215,0.07565863994838423,14,0,0,5,58,18,6,4,9,0,1,2,1,374,25,1,35,1,27,1,27,1,18,1,26.4,1.0
栗平,2500303,['小田急多摩線'],神奈川県,川崎市麻生区,215-0031,栗平２-１-１,35.605731,139.481298,1,2.3472707280527336,0.11842718180035468,0.17372203257578492,20,0,0,1,10,3,3,2,7,0,0,1,0,30,45,1,51,1,26,0,35,1,36,1,38.6,0.8
栗橋,1131914,"['東武日光線', '宇都宮線']",埼玉県,久喜市,349-1121,栗橋北一丁目1-1,36.136852,139.694177,2,5.9943142648922265,0.06420092111075064,0.12181893341019587,3,0,0,0,4,2,1,0,4,0,0,1,0,58,51,0,57,0,53,0,58,0,48,0,53.4,0.0
根岸(神奈川県),1130706,['JR根岸線'],神奈川県,横浜市磯子区,235-0005,東町,35.415887,139.636034,1,3.254546438948679,0.09080167182846742,0.112661662915442,13,1,0,0,12,2,1,2,4,1,0,1,0,60,39,1,32,1,44,1,44,1,55,1,42.8,1.0
根津,2800507,['東京メトロ千代田線'],東京都,文京区,113-0031,根津１丁目,35.7174,139.765655,1,4.1506617392729055,0.06617899673369562,0.07070479956032033,3,0,1,4,52,10,4,4,14,1,0,4,0,609,10,1,34,1,25,1,20,1,28,1,23.4,1.0
桜上水,2400108,['京王線'],東京都,世田谷区,156-0045,桜上水５-２９-５２,35.66768,139.63129,1,4.683698162165991,0.05985180539059195,0.0745101220116598,14,0,0,1,39,9,4,3,3,1,0,2,0,256,23,1,33,1,8,0,17,1,18,1,19.8,0.8
桜台(東京都),2200105,['西武池袋線'],東京都,練馬区,176-0002,桜台１-５-１,35.738797,139.662602,1,4.674930236295969,0.05618318047199625,0.06682305308441082,13,0,0,2,81,28,5,3,8,4,0,2,0,752,22,1,39,1,15,1,20,1,5,0,20.2,0.8
桜新町,2600305,['東急田園都市線'],東京都,世田谷区,154-0015,桜新町２-８,35.631666,139.644779,1,4.683698162165991,0.07292712101227858,0.10035857700985945,15,0,0,0,47,12,4,2,4,1,0,2,0,236,27,1,36,1,17,1,8,0,23,1,22.2,0.8
桜木(千葉県),9933210,['千葉都市モノレール２号線'],千葉県,千葉市若葉区,264-0028,桜木町３３５-４,35.631308,140.160935,1,5.838043924330479,0.08501886146282812,0.13006326316792546,31,0,0,2,11,4,0,1,3,5,0,5,0,91,60,1,67,1,95,1,89,2,82,2,78.6,1.4
桜木町,1130702,"['JR根岸線', 'ブルーライン']",神奈川県,横浜市中区,231-0062,桜木町１丁目,35.451112,139.630881,2,9.37213441933222,0.051399128471414944,0.04836720646168384,6,0,0,2,109,8,2,2,12,4,7,9,1,2608,29,1,22,1,34,1,35,1,39,1,31.8,1.0
桜沢(埼玉県),9930617,['秩父鉄道秩父本線'],埼玉県,寄居町,369-1202,寄居町大字桜沢,36.128672,139.206981,1,4.283911857046448,0.25839974311819475,0.1681408179350205,1,0,0,0,2,0,1,1,1,1,0,1,0,25,89,1,98,1,90,1,95,1,85,1,91.4,1.0
桜街道,9933418,['多摩モノレール'],東京都,東大和市,207-0023,上北台３-４７０,35.739,139.416653,1,5.249128081073781,0.10161761041024589,0.1267518311877901,17,2,0,1,14,8,3,2,9,3,1,0,0,88,92,2,98,2,68,1,82,2,83,2,84.6,1.8
桶川,1132310,['JR高崎線'],埼玉県,桶川市,363-0015,南１丁目,35.998375,139.564274,1,5.139580177450768,0.07111079690990799,0.1165318395552212,8,0,0,0,26,10,1,1,8,3,1,3,1,131,39,0,46,0,39,0,44,0,34,0,40.4,0.0
梁川(山梨県),1131117,['JR中央本線(東京～塩尻)'],山梨県,大月市,409-0503,梁川町綱の上,35.605271,139.038076,1,2.7931861992997367,0.0180446971491747,0.09985785358919685,0,0,0,0,0,0,0,0,0,0,0,0,0,3,80,0,91,1,65,0,74,1,75,1,77.0,0.6
梅ヶ丘,2500109,['小田急線'],東京都,世田谷区,154-0022,梅丘,35.656024,139.653628,1,4.683698162165991,0.05438136729243686,0.07395077449145851,14,0,0,0,53,19,6,3,4,4,0,1,0,291,26,1,28,1,10,0,14,1,20,1,19.6,0.8
梅屋敷(東京都),2700111,['京急本線'],東京都,大田区,144-0052,蒲田２-２８-１,35.566873,139.728266,1,5.695304023807598,0.05995884702078376,0.06626382654347054,38,0,0,7,68,21,6,3,4,6,1,4,0,495,22,1,10,0,36,1,29,1,45,1,28.4,0.8
梅島,2100212,['東武伊勢崎線'],東京都,足立区,123-0851,梅田７丁目,35.772437,139.797916,1,5.510936814490496,0.08262552570683779,0.10845862502788035,18,2,0,6,45,16,5,3,6,3,2,4,2,325,28,1,35,1,49,1,44,1,55,1,42.2,1.0
梅郷,2100418,['東武野田線'],千葉県,野田市,278-0022,山崎１８９２,35.931575,139.891086,1,6.12698019963147,0.10045797784054325,0.16550059021222677,17,0,0,1,10,1,2,1,8,4,0,4,1,37,58,1,65,1,67,1,72,1,62,1,64.8,1.0
梶が谷,2600311,['東急田園都市線'],神奈川県,川崎市高津区,213-0013,末長字姿見台８５,35.593963,139.605885,1,4.32627191079201,0.08317402424576462,0.09506929005814539,27,0,0,1,54,11,5,2,9,5,0,7,0,441,36,1,45,1,26,1,17,0,32,1,31.2,0.8
梶原,9930514,['都電荒川線'],東京都,北区,114-0004,堀船３,35.751162,139.747403,1,6.444311531740726,0.058006321411939746,0.08031509371862718,11,0,0,2,38,15,5,3,7,1,1,1,1,299,25,1,35,1,27,1,27,1,18,1,26.4,1.0
森下(東京都),9930114,['都営大江戸線'],東京都,江東区,135-0004,森下２-１７-１７,35.68796,139.797042,1,5.627282381968605,0.06671694769162125,0.07138079993811589,23,0,0,2,65,16,6,2,16,2,0,3,0,759,11,1,18,1,11,0,20,1,21,1,16.2,0.8
森林公園(埼玉県),2100130,['東武東上線'],埼玉県,滑川町,355-0811,滑川町大字羽尾３９７７,36.045239,139.374947,1,7.028332967274324,0.08412520330922509,0.15095553970806375,0,0,0,1,4,0,0,0,1,0,0,1,0,27,60,1,77,1,53,1,58,1,43,0,58.2,0.8
椎名町,2200102,['西武池袋線'],東京都,豊島区,171-0051,長崎１-１-２２,35.726572,139.694363,1,10.96621526477932,0.050639300496762844,0.06109264688385467,19,0,0,4,66,22,8,3,11,3,0,2,0,353,19,1,36,1,12,1,17,1,2,0,17.2,0.8
検見川,2300404,['京成千葉線'],千葉県,千葉市花見川区,262-0023,検見川町１-７９１,35.652512,140.066656,1,4.609375,0.08600529092634886,0.12147254275126172,14,0,0,1,27,6,2,2,11,2,0,4,0,89,60,1,67,1,69,1,80,1,64,1,68.0,1.0
検見川浜,1132615,['JR京葉線'],千葉県,千葉市美浜区,261-0011,真砂４丁目,35.637291,140.058888,1,5.4129291679554585,0.0739617994280828,0.14934890397635206,25,0,0,0,21,5,3,2,7,3,0,2,0,34,36,0,47,1,55,1,51,1,53,1,48.4,0.8
極楽寺,9932011,['江ノ島電鉄線'],神奈川県,鎌倉市,248-0023,極楽寺３-７-４,35.309318,139.528721,1,3.121044509562533,0.08973975104851036,0.1243955398012408,8,0,0,1,7,2,1,0,0,0,0,0,0,210,70,1,64,1,75,1,70,1,80,1,71.8,1.0
横浜,1130105,"['JR成田エクスプレス', 'JR京浜東北線', 'JR東海道本線(東京～熱海)', 'JR湘南新宿ライン', '相鉄本線', 'JR根岸線', 'JR横須賀線', 'みなとみらい線', '東急東横線', 'ブルーライン', '京急本線']",神奈川県,横浜市西区,220-0011,高島２丁目,35.466195,139.622704,11,8.880363739698778,0.07443094209595025,0.0674467826617741,16,0,0,1,147,4,3,1,28,4,7,12,3,1900,22,0,15,0,27,0,22,0,32,0,23.6,0.0
横須賀,1130816,['JR横須賀線'],神奈川県,横須賀市,238-0045,東逸見町１丁目,35.284022,139.655855,1,2.7915373377342063,0.04284322671702198,0.09387877112745759,10,0,0,0,15,4,2,1,2,0,1,1,0,124,67,0,59,0,86,1,67,1,84,1,72.6,0.6
横須賀中央,2700145,['京急本線'],神奈川県,横須賀市,238-0007,若松町２-２５,35.27858,139.670217,1,2.7915373377342063,0.055756568415486256,0.09272063099756739,10,0,0,4,54,13,5,3,7,2,3,5,3,632,54,1,40,0,66,1,62,1,81,1,60.6,0.8
橋本(神奈川県),1130616,['JR横浜線'],神奈川県,相模原市緑区,252-0143,橋本六丁目1番25号,35.594975,139.344586,1,4.584936525124991,0.09690807717170968,0.10443417044487656,5,0,0,1,48,9,3,1,12,6,3,6,1,308,53,1,59,1,34,0,43,1,44,1,46.6,0.8
武川,9930614,['秩父鉄道秩父本線'],埼玉県,深谷市,369-1108,田中,36.142197,139.281714,1,5.7019282252400725,0.12996031746031741,0.2547799422799422,0,0,0,0,3,1,1,1,0,0,0,0,0,12,77,1,86,1,78,1,83,1,73,1,79.4,1.0
武州唐沢,2100707,['東武越生線'],埼玉県,越生町,350-0415,越生町大字上野５１-６,35.952127,139.30912,1,2.816660976442472,0.0710487450431856,0.12941608089188827,2,0,0,0,3,0,1,0,4,1,0,0,0,32,74,2,91,2,67,2,67,1,52,1,70.2,1.6
武州荒木,9930604,['秩父鉄道秩父本線'],埼玉県,行田市,361-0011,荒木,36.162614,139.488569,1,5.468074482725026,0.06347204707860445,0.1497477931904161,1,0,0,0,0,0,1,0,1,0,0,0,0,7,76,1,85,1,77,1,82,1,72,1,78.4,1.0
武州長瀬,2100705,['東武越生線'],埼玉県,毛呂山町,350-0443,呂山町大字長瀬９１７-１,35.942023,139.325561,1,4.909456740442655,0.041676794961535826,0.0998431788643245,6,0,0,0,7,2,0,0,6,1,0,1,0,50,71,2,88,2,64,2,64,1,49,1,67.2,1.6
武蔵中原,1130308,['JR南武線'],神奈川県,川崎市中原区,211-0053,上小田中,35.581498,139.640613,1,3.211744886457748,0.10317578129023827,0.12532751779918633,12,0,0,1,29,4,5,2,13,9,0,4,0,167,31,1,25,1,32,1,19,1,30,1,27.4,1.0
武蔵五日市,1131607,['JR五日市線'],東京都,あきる野市,190-0163,舘谷,35.732248,139.228039,1,3.261111248363268,0.07995651842164518,0.1375252198047872,0,0,0,0,8,1,1,1,3,0,0,0,0,41,74,1,90,2,59,1,73,2,74,2,74.0,1.6
武蔵境,1131221,"['JR中央線(快速)', '西武多摩川線']",東京都,武蔵野市,180-0022,境１丁目,35.702083,139.543402,2,8.242935120569335,0.06513018507815413,0.09150889899802114,25,0,0,2,50,17,3,3,14,2,0,2,0,266,34,0,45,1,20,0,29,1,30,1,31.6,0.6
武蔵増戸,1131606,['JR五日市線'],東京都,あきる野市,190-0142,伊奈,35.730961,139.256355,1,3.261111248363268,0.08471295912640897,0.12662911101807137,3,0,0,0,2,0,2,1,4,1,0,0,0,33,70,1,86,2,55,1,69,2,70,2,70.0,1.6
武蔵大和,2201107,['西武多摩湖線'],東京都,東村山市,189-0025,廻田町３-９-１９,35.756427,139.444008,1,4.101203019552401,0.0935416815819339,0.14149741413769146,4,0,0,0,5,1,2,0,8,0,0,0,0,29,50,1,66,2,35,1,49,2,50,2,50.0,1.6
武蔵小山,2600203,['東急目黒線'],東京都,品川区,142-0062,小山３-４-８,35.620538,139.704524,1,5.296558141939486,0.07331242040041724,0.07638091929603721,11,1,0,1,82,21,9,4,10,3,2,1,0,657,19,1,14,1,24,1,21,1,30,1,21.6,1.0
武蔵小杉,1130307,"['JR成田エクスプレス', 'JR湘南新宿ライン', 'JR南武線', 'JR横須賀線', '東急東横線', '東急目黒線']",神奈川県,川崎市中原区,211-0063,小杉町三丁目492,35.57669,139.65963,6,3.211744886457748,0.08546484929656137,0.0799843255153125,12,0,0,4,74,14,4,4,9,8,3,3,1,676,17,0,9,0,17,0,11,0,22,0,15.2,0.0
武蔵小金井,1131223,['JR中央線(快速)'],東京都,小金井市,184-0004,本町６丁目,35.701337,139.506483,1,4.967214735246631,0.06279217611106679,0.08661336468476709,5,0,0,1,40,5,3,1,16,5,2,2,1,312,38,0,49,1,24,0,33,1,34,1,35.6,0.6
武蔵嵐山,2100132,['東武東上線'],埼玉県,嵐山町,355-0221,嵐山町大字菅谷１３５-６,36.044001,139.32829,1,4.961561528815223,0.0914313442051486,0.13352795571264323,5,0,0,0,9,3,2,1,3,0,0,2,0,58,65,1,82,1,58,1,63,1,48,0,63.2,0.8
武蔵引田,1131605,['JR五日市線'],東京都,あきる野市,190-0100,下引田,35.729711,139.269907,1,3.261111248363268,0.10515206843677963,0.1334683430522137,1,0,0,1,5,1,1,1,3,3,1,0,0,68,67,1,83,2,52,1,66,2,67,2,67.0,1.6
武蔵新城,1130309,['JR南武線'],神奈川県,川崎市中原区,211-0045,上新城２丁目,35.587369,139.629419,1,3.211744886457748,0.08953647986268405,0.11046439526552237,20,0,0,2,33,8,4,2,17,7,0,5,0,294,33,1,27,1,30,1,21,1,32,1,28.6,1.0
武蔵新田,2600605,['東急多摩川線'],東京都,大田区,146-0093,矢口１-１８-１,35.567806,139.692506,1,5.695304023807598,0.06554708020234794,0.09639432903688494,34,0,0,2,58,20,5,2,6,4,0,1,0,277,29,1,18,1,37,2,21,1,32,1,27.4,1.2
武蔵横手,2200128,"['西武池袋線', '西武秩父線']",埼玉県,日高市,350-1257,横手字山下７５０,35.885256,139.280667,2,4.2993630573248405,0.05664251207729465,0.08357487922705309,0,0,0,0,0,0,0,0,0,0,0,0,0,4,77,2,97,2,72,2,67,1,55,1,73.6,1.6
武蔵浦和,1130510,"['JR武蔵野線', 'JR埼京線']",埼玉県,さいたま市南区,336-0021,別所七丁目12-1,35.846047,139.647974,2,5.228917802744349,0.10892091017619969,0.1385565616185853,13,0,0,2,46,12,5,1,23,6,1,4,1,197,54,1,41,1,22,0,27,0,16,0,32.0,0.4
武蔵溝ノ口,1130310,['JR南武線'],神奈川県,川崎市高津区,213-0001,溝口,35.598923,139.61139,1,4.32627191079201,0.07798049901704002,0.0831773701522655,16,0,0,2,70,14,3,3,21,7,0,10,0,587,30,1,24,1,21,1,12,0,27,1,22.8,0.8
武蔵白石,1130410,['JR鶴見線'],神奈川県,川崎市川崎区,210-0857,白石町,35.501912,139.706513,1,8.926572894376347,0.05398534290939572,0.0951532232234698,10,0,0,0,10,2,1,1,2,2,0,1,0,49,43,1,32,1,63,2,48,2,72,2,51.6,1.6
武蔵砂川,2200806,['西武拝島線'],東京都,立川市,190-0032,上砂町５-４４-４,35.728876,139.392319,1,7.050682095351542,0.07934187158752849,0.12797933286075902,5,0,0,1,7,2,2,1,6,0,0,0,0,35,72,1,66,1,46,1,53,1,47,1,56.8,1.0
武蔵藤沢,2200120,['西武池袋線'],埼玉県,入間市,358-0011,下藤沢４９４-４,35.820963,139.412736,1,6.57726261877485,0.09717097029624794,0.13129402483803124,4,0,0,2,15,4,1,0,5,4,0,3,1,107,52,1,70,1,46,1,47,0,35,0,50.0,0.6
武蔵野台,2400121,['京王線'],東京都,府中市,183-0011,白糸台４-１８-４,35.664159,139.511289,1,4.291631127196723,0.0932988589736633,0.11862329525829336,24,0,0,2,18,7,4,3,9,2,0,1,0,78,44,1,51,1,26,0,35,1,36,1,38.4,0.8
武蔵関,2200714,['西武新宿線'],東京都,練馬区,177-0051,関町北２-２９-１,35.7276,139.576417,1,4.674930236295969,0.06908026221297918,0.11095646007407328,12,0,0,4,36,14,4,3,4,4,0,3,0,169,50,1,44,1,24,1,31,1,25,1,34.8,1.0
武蔵高萩,1132209,['JR川越線'],埼玉県,日高市,350-1213,高萩,35.901729,139.371123,1,4.2993630573248405,0.10373904497952373,0.20751296621808046,5,0,0,1,2,0,1,1,2,1,0,2,0,40,97,1,83,2,82,1,58,1,44,1,72.8,1.2
武里,2100225,['東武伊勢崎線'],埼玉県,春日部市,344-0021,大字大場,35.949102,139.770675,1,7.0474283332402266,0.05560481946789739,0.11137558916810167,13,0,0,0,13,5,4,0,6,2,0,2,0,110,50,1,57,1,65,1,56,0,71,1,59.8,0.8
水天宮前,2800810,['東京メトロ半蔵門線'],東京都,中央区,103-0014,日本橋蛎殻町２-１-１,35.682683,139.785377,1,12.52275415595362,0.07008438831011647,0.05572001562478319,17,0,0,1,98,8,5,0,17,2,1,14,0,1718,9,1,16,1,24,1,15,0,30,1,18.8,0.8
水道橋,1131317,"['JR中央・総武線', '都営三田線']",東京都,千代田区,101-0061,三崎町２丁目,35.702039,139.754312,2,32.66787658802178,0.05754339053399936,0.06564997229804492,7,2,0,10,135,13,4,6,11,0,4,8,0,1947,9,1,16,1,14,0,21,1,13,1,14.6,0.8
氷川台,2800605,"['東京メトロ副都心線', '東京メトロ有楽町線']",東京都,練馬区,179-0084,氷川台三丁目38-18,35.74955,139.665567,2,4.674930236295969,0.07378516391847743,0.10072041941378204,11,0,0,1,31,12,4,3,2,2,0,0,0,95,22,1,42,1,17,1,16,0,5,0,20.4,0.6
永田(千葉県),1132408,['JR外房線'],千葉県,大網白里市,299-3233,永田1835,35.503129,140.311162,1,3.3140858815875083,0.08202257121144263,0.16688228568714458,5,0,0,0,1,1,1,0,1,0,0,1,0,14,63,0,74,1,82,1,78,1,80,1,75.4,0.8
永田(埼玉県),9930615,['秩父鉄道秩父本線'],埼玉県,深谷市,369-1243,永田,36.135314,139.259516,1,5.7019282252400725,0.09263291496262865,0.12818408311004553,2,0,0,0,1,0,0,0,3,0,0,1,0,7,81,1,90,1,82,1,87,1,77,1,83.4,1.0
永田町,2800115,"['東京メトロ半蔵門線', '東京メトロ南北線', '東京メトロ有楽町線']",東京都,千代田区,100-0014,永田町一丁目11-28,35.678757,139.740258,3,32.66787658802178,0.06964089198621977,0.08289581884362096,3,2,0,2,126,5,1,4,4,1,2,9,0,1813,8,0,12,1,7,0,5,0,11,0,8.6,0.2
永福町,2400609,['京王井の頭線'],東京都,杉並区,168-0064,永福２-６０-３１,35.67629,139.642733,1,4.562081003976972,0.056933108369990104,0.07081633441690154,12,1,0,1,33,10,3,2,8,0,1,3,0,176,41,1,28,1,19,1,10,0,25,1,24.6,0.8
汐入,2700144,['京急本線'],神奈川県,横須賀市,238-0042,汐入町２-４１,35.280241,139.662443,1,2.7915373377342063,0.03885097601946276,0.0901096114624414,11,0,0,2,36,7,3,2,4,0,2,4,1,564,59,1,43,0,74,1,67,1,86,1,65.8,0.8
汐留,9930120,"['都営大江戸線', 'ゆりかもめ']",東京都,港区,105-0021,東新橋１丁目５,35.663703,139.760642,2,9.902048231894542,0.032975292736346945,0.04333532452030328,8,1,0,2,242,7,1,2,7,1,5,6,1,4726,8,1,10,1,14,0,16,1,37,1,17.0,0.8
江ノ島,9932006,['江ノ島電鉄線'],神奈川県,藤沢市,251-0035,片瀬海岸１-４-７,35.311003,139.487581,1,3.96561404502069,0.0725720779232147,0.14160096053368,11,0,0,0,18,3,3,2,3,1,0,2,0,240,54,1,48,1,59,1,54,1,64,1,55.8,1.0
江北,9934208,['日暮里・舎人ライナー'],東京都,足立区,123-0872,江北４-３０-２７,35.774021,139.770306,1,5.510936814490496,0.06556361211183602,0.09929203747845396,21,0,0,5,33,16,6,5,1,4,0,0,1,129,25,1,32,1,34,1,41,1,25,1,31.4,1.0
江古田,2200104,['西武池袋線'],東京都,練馬区,176-0005,旭丘１-７８-７,35.737557,139.672814,1,4.674930236295969,0.051284672025018525,0.06292113244732725,10,0,0,2,53,21,8,3,6,4,0,1,0,457,21,1,38,1,14,1,19,1,4,0,19.2,0.8
江戸川,2300112,['京成本線'],東京都,江戸川区,133-0051,北小岩３-２４-１５,35.737723,139.896226,1,5.520344988536587,0.06300308006083213,0.09770340916343151,7,0,0,0,20,9,4,3,3,1,0,0,0,61,32,1,39,1,45,1,52,1,36,1,40.8,1.0
江戸川台,2100420,['東武野田線'],千葉県,流山市,270-0111,江戸川台東１-３,35.897344,139.91045,1,5.648810308935443,0.08243109669795207,0.1346619062791859,48,0,0,0,20,4,2,1,7,3,0,2,0,107,60,1,67,1,77,1,82,1,72,1,71.6,1.0
江田(神奈川県),2600317,['東急田園都市線'],神奈川県,横浜市青葉区,225-0013,荏田町２３６０,35.558671,139.551518,1,2.302287433966651,0.12123609370406771,0.19856988760448077,27,0,0,2,17,3,0,0,1,1,0,2,0,60,45,1,54,1,35,1,26,0,41,1,40.2,0.8
池ノ上,2400604,['京王井の頭線'],東京都,世田谷区,155-0032,代沢２-４３-８,35.660402,139.67344,1,4.683698162165991,0.05819028885310368,0.07543255166620627,18,0,0,1,52,11,6,5,3,4,0,1,0,881,34,1,21,1,12,1,3,0,18,1,17.6,0.8
池上,2600513,['東急池上線'],東京都,大田区,146-0082,池上６-３-１０,35.572025,139.702822,1,5.695304023807598,0.07288212464013111,0.09179162652899434,30,2,0,4,48,20,5,3,5,4,0,2,0,319,41,1,28,1,38,1,31,1,47,1,37.0,1.0
池尻大橋,2600302,['東急田園都市線'],東京都,世田谷区,154-0001,池尻３-２,35.650603,139.684319,1,4.683698162165991,0.07221411332855772,0.0841672814987427,10,0,0,5,32,8,5,8,9,4,0,9,0,624,20,1,29,1,11,1,2,0,17,1,15.8,0.8
池袋,1130212,"['JR成田エクスプレス', '東京メトロ丸ノ内線', 'JR湘南新宿ライン', 'JR山手線', '東京メトロ有楽町線', '東武東上線', '東京メトロ副都心線', '西武池袋線', 'JR埼京線']",東京都,豊島区,171-0022,南池袋一丁目28-2,35.730256,139.711086,9,10.96621526477932,0.041117608745090066,0.04470158553975991,18,0,0,4,170,21,5,2,11,4,6,6,3,3061,12,0,23,1,5,0,10,0,0,0,10.0,0.2
河辺,1131511,['JR青梅線'],東京都,青梅市,198-0036,河辺町５丁目,35.78473,139.284032,1,4.3237420021691495,0.06503290747140147,0.11358855839997643,15,0,0,1,23,4,2,2,9,2,0,1,0,181,65,0,76,1,50,0,59,1,60,1,62.0,0.6
沼南,9932108,['ニューシャトル'],埼玉県,上尾市,362-0021,大字原市２１３５-１０,35.971165,139.623481,1,5.852679443684613,0.09963505629175605,0.11977481093098391,9,0,0,0,7,3,1,1,1,0,0,1,0,17,42,1,48,1,43,1,48,1,38,1,43.8,1.0
